CASE_T,DISTRICT,CASE_F,LOCATION,LANDA,LANDA_Z,SDATE,SCNT,SBUILD,TBUILD,BUITYPE,PBUILD,MBUILD,FDATE,FAREA,BUILD_R,BUILD_L,BUILD_B,BUILD_P,RULE,BUILD_C,TPRICE,UPRICE,UPNOTE,PARKTYPE,PAREA,PPRICE,RMNOTE,ELEVATOR,MB_AREA,SB_AREA,PU_AREA
買賣,中山區,房地(土地+建物),林森北路46-50號(雙號),2.09,,1100208,土地:1建物:1車位:,五層,012,大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0671028,23.23,0,1,1,有,有,,1320,56.82,否,,0,0,,有,,,
買賣,內湖區,房地(土地+建物)+車位,成功路四段176-180號(雙號),5.97,,1100201,土地:1建物:1車位:1,五層,029,大樓(11層含以上有電梯),住家用,見其他登記事項,1070223,82.91,3,2,2,有,有,,6280,82.18,否,坡道平面1,8.8,190,裝潢戶,有,,,
買賣,內湖區,房地(土地+建物),安泰街1-5號(雙號),4.55,,1100227,土地:2建物:1車位:,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741214,26.11,3,2,2,有,無,,1160,44.43,否,,0,0,建築物含有：頂樓加蓋。,無,,,
買賣,中山區,房地(土地+建物),新生北路一段51-55號(雙號),1.21,,1100223,土地:1建物:1車位:,三層,014,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0770613,11.79,1,1,1,有,有,,760,64.46,否,,0,0,,有,,,
買賣,內湖區,房地(土地+建物)+車位,成功路五段46-50號(單號),5.47,,1100201,土地:2建物:1車位:1,三層,011,大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0891019,30.5,2,2,1,有,有,,1768,64.67,否,升降機械1,5.48,150,建築物含有：其他增建。,有,,,
買賣,內湖區,房地(土地+建物)+車位,文德路210巷30弄81-85號(單號),8.75,,1070126,土地:1建物:1車位:1,三層,025,大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1091224,68.31,3,2,2,有,無,,4680,72.79,否,坡道平面1,8,290,,有,,,
買賣,中山區,房地(土地+建物),農安街16-20號(單號),1.51,,1100228,土地:1建物:1車位:,八層,014,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920618,13.96,2,1,1,有,有,,1050,75.21,否,,0,0,建築物含有：陽台外推、夾層。,有,,,
買賣,中山區,房地(土地+建物),民生東路二段81-85號(單號),2.6,,1100311,土地:1建物:1車位:,二層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690314,14.11,1,1,1,有,有,,720,51.03,否,,0,0,建築物含有：陽台外推。,有,,,
買賣,中山區,房地(土地+建物),敬業三路161-165號(雙號),14.24,,1100308,土地:1建物:1車位:,五層,008,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890628,47.1,3,2,2,有,有,,2868,60.89,否,,0,0,,有,,,
買賣,中山區,房地(土地+建物),龍江路443巷1-5號(單號),6.23,,1100127,土地:2建物:1車位:,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720107,26.44,2,2,1,有,無,,1352,51.13,否,,0,0,建築物含有：陽台外推、頂樓加蓋。,無,,,
買賣,中山區,房地(土地+建物),撫順街6-10號(雙號),3.09,,1100308,土地:1建物:1車位:,四層,008,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0711116,20.66,2,1,1,有,無,,1275,61.71,否,,0,0,建築物含有：陽台外推、其他增建。,有,,,
買賣,內湖區,房地(土地+建物)+車位,陽光街92巷25弄16-20號(單號),2.65,,1100305,土地:1建物:1車位:1,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,屋頂突出物,地下一層,地下二層",010,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1021101,17.63,2,1,1,有,有,,1328,86.07,否,塔式車位1,4.06,160,,有,,,
買賣,內湖區,房地(土地+建物)+車位,成功路四段96-100號(單號),10.87,,1100125,土地:2建物:1車位:4,四層,023,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030827,137.17,4,2,3,有,有,,8500,61.97,是,坡道平面4,0,1000,建築物含有：其他增建。,有,,,
買賣,內湖區,房地(土地+建物)+車位,民權東路六段210巷21弄6-10號(單號),2.32,,1100319,土地:1建物:1車位:1,二層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1081111,18.18,1,1,1,有,有,,1398,76.9,是,塔式車位1,0,0,,有,,,
買賣,中山區,房地(土地+建物),新生北路三段41-45號(單號),1.99,,1100214,土地:2建物:1車位:,四層,011,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0670301,15.65,2,1,1,有,有,,970,61.98,否,,0,0,,有,,,
買賣,大安區,車位,和平東路三段446-450號(雙號),0.04,,1090821,土地:1建物:1車位:1,"一層,地下一層,地下二層,地下三層,地下四層,地下五層",013,,見其他登記事項,鋼筋混凝土造,1090804,11.19,,,,有,無,,220,0,-,坡道平面1,11.19,220,僅車位交易。,有,,,
租賃,中山區,建物,林森北路361-365號(單號),0,,1100301,土地:建物:1車位:,十四層,018,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980916,31.43,1,2,1,有,有,有,6,1749.92,否,,0,0,含管理費、稅金或水電等費用。,,,,
租賃,信義區,建物,莊敬路391巷1弄1-5號(雙號),0,,1100227,土地:建物:1車位:,一層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610623,27.23,3,2,2,有,無,有,4,1579.14,否,,0,0,含增建或未登記建物。,,,,
買賣,中山區,房地(土地+建物)+車位,八德路二段121-125號(單號),5.92,,1100204,土地:4建物:1車位:1,"一層,二層",024,大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1071213,66.2,0,2,2,有,有,,6280,105.82,否,坡道平面1,9.69,300,,有,,,
租賃,中正區,建物,汀州路二段255巷5弄1-5號(單號),0,,1100225,土地:建物:1車位:,七層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730409,36.41,3,2,2,有,有,有,4,1076.63,否,,0,0,住宅及都市更新中心108年社會住宅包租代管第二期計畫,,,,
租賃,文山區,建物,新光路一段186-190號(單號),0,,1100227,土地:建物:1車位:,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740409,25.77,3,2,1,有,無,無,2,659.68,否,,0,0,,,,,
租賃,信義區,建物,信義路四段456-460號(雙號),0,,1100225,土地:建物:1車位:,十六層,027,住宅大樓(11層含以上有電梯),商業用,見使用執照,0861230,117.05,,,,無,有,無,22,1879.54,否,,0,0,含管理費、稅金或水電等費用。,,,,
租賃,中山區,房地(土地+建物),龍江路306-310號(單號),7.09,,1100301,土地:2建物:1車位:,二層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0711029,38.22,4,1,2,有,有,無,3,893.09,否,,0,0,,,,,
租賃,中山區,建物,新生北路三段46-50號(雙號),0,,1100301,土地:建物:1車位:,二層,012,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0700504,13.52,1,,,無,無,有,1,872.78,否,,0,0,,,,,
租賃,中山區,建物,基湖路151巷31-35號(單號),0,,1100225,土地:建物:1車位:,三層,005,套房(1房(1廳)1衛),住家用,鋼筋混凝土造,0930630,11.67,1,1,1,有,有,有,2,1953.73,否,,0,0,含增建或未登記建物。租金含管理費。,,,,
租賃,中山區,建物,民權西路9巷21-25號(雙號),0,,1100301,土地:建物:1車位:,六層,014,套房(1房(1廳)1衛),見其他登記事項,鋼筋混凝土造,1011112,15.96,1,1,1,有,有,有,3,1879.7,否,,0,0,續租。含管理費、稅金或水電等費用。,,,,
租賃,中山區,建物,中山北路二段77巷1-5號(雙號),0,,1100226,土地:建物:1車位:,六層,008,辦公商業大樓,住家用,鋼筋混凝土造,0841109,32.1,2,2,1,有,有,有,3,996.88,否,,0,0,,,,,
租賃,士林區,建物,天母北路61-65號(單號),0,,1100226,土地:建物:1車位:,見其他登記事項,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950613,141.04,4,2,2,有,無,無,13,921.72,否,,0,0,,,,,
租賃,士林區,建物,克強路15巷6-10號(單號),0,,1100225,土地:建物:1車位:,二層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670712,36.34,2,2,2,有,無,有,3,715.47,否,,0,0,含管理費、稅金或水電等費用。,,,,
租賃,中山區,建物,松江路126-130號(雙號),0,,1100301,土地:建物:1車位:,三層,017,辦公商業大樓,見其他登記事項,見其他登記事項,1011116,56.74,,,,無,有,無,14,2450,否,,0,0,續租。,,,,
租賃,中山區,建物,南京東路二段21-25號(單號),0,,1100226,土地:建物:1車位:,八層,024,辦公商業大樓,住家用,見其他登記事項,1061208,55.45,,,,無,無,有,10,1803.43,否,,0,0,,,,,
租賃,北投區,建物,中央北路四段354巷31-35號(單號),0,,1100225,土地:建物:1車位:,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721116,35.7,3,2,1,有,無,有,2,560.22,否,,0,0,國家住宅及都市更新中心108年社會住宅包租代管第二期計畫,,,,
買賣,士林區,房地(土地+建物),雨聲街66-70號(單號),12.27,,1100226,土地:2建物:1車位:,一層,,華廈(10層含以下有電梯),住家用,,,45.57,3,2,2,有,有,,3475,76.26,否,,0,0,,有,,,
買賣,大同區,房地(土地+建物),延平北路二段196-200號(單號),1.17,,1100309,土地:1建物:1車位:,九層,,大樓(11層含以上有電梯),住家用,,,14.6,2,1,1,有,有,,645,44.18,否,,0,0,,有,,,
買賣,信義區,房地(土地+建物),福德街81-85號(單號),9.08,,1100221,土地:1建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,24.32,3,2,1,有,無,,1600,65.79,否,,0,0,,無,,,
買賣,士林區,房地(土地+建物),忠義街126-130號(單號),7.26,,1100308,土地:1建物:1車位:,"一層,騎樓",,公寓(5樓含以下無電梯),見使用執照,,,27.06,1,1,1,有,無,,3030,111.97,否,,0,0,建築物含有：其他增建。,無,,,
買賣,士林區,房地(土地+建物),延平北路五段221-225號(單號),6.23,,1100207,土地:2建物:1車位:,八層,,華廈(10層含以下有電梯),住家用,,,49.72,9,1,9,有,無,,2438,49.03,否,,0,0,建築物含有：陽台外推、頂樓加蓋、其他增建。,有,,,
買賣,大安區,房地(土地+建物),安居街84巷1-5號(雙號),11.79,,1100218,土地:1建物:1車位:,一層,,公寓(5樓含以下無電梯),住家用,,,29.24,3,2,2,有,無,,1700,58.14,否,,0,0,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,無,,,
買賣,松山區,房地(土地+建物),南京東路五段59巷27弄11-15號(單號),14.42,,1100122,土地:2建物:1車位:,三層,,公寓(5樓含以下無電梯),,,,21.3,3,2,1,有,無,,1500,70.42,否,,0,0,,無,,,
買賣,信義區,房地(土地+建物),中坡南路181-185號(雙號),5.82,,1100202,土地:1建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,18.55,3,1,1,有,無,,1010,54.45,否,,0,0,,無,,,
買賣,大同區,房地(土地+建物),重慶北路三段201-205號(單號),1.88,,1100227,土地:2建物:1車位:,八層,,大樓(11層含以上有電梯),住家用,,,15.22,,,,無,有,,1156,75.95,否,,0,0,,有,,,
買賣,松山區,車位,八德路二段381-385號(單號),0.02,,1100228,土地:1建物:1車位:1,地下層,,,見使用執照,,,12.41,,,,有,有,,270,0,-,升降機械1,0,270,僅車位交易。,有,,,
買賣,信義區,房地(土地+建物),基隆路一段131-135號(單號),1.16,,1100318,土地:2建物:1車位:,四層,,大樓(11層含以上有電梯),見其他登記事項,,,10.02,1,1,1,有,有,,1210,120.76,否,,0,0,建築物含有：夾層、其他增建。,有,,,
買賣,士林區,房地(土地+建物),承德路四段40巷1-5號(雙號),3.88,,1100322,土地:1建物:1車位:,一層,,公寓(5樓含以下無電梯),住家用,,,10.77,1,1,1,有,無,,350,32.5,否,,0,0,,無,,,
買賣,南港區,房地(土地+建物),富康街72巷1-5號(雙號),11.65,,1100220,土地:1建物:1車位:,"四層,陽臺",,公寓(5樓含以下無電梯),住家用,,,35.38,3,2,2,有,無,,1866,52.74,否,,0,0,建築物含有：陽台外推、頂樓加蓋、其他增建。,無,,,
買賣,信義區,房地(土地+建物),忠孝東路五段790巷70弄16-20號(單號),5.42,,1100302,土地:3建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,25.55,3,2,1,有,無,,1576,61.68,否,,0,0,,無,,,
買賣,大安區,房地(土地+建物)+車位,和平東路三段66-70號(雙號),6.53,,1100227,土地:2建物:1車位:2,八層,,大樓(11層含以上有電梯),見其他登記事項,,,77.83,3,2,2,有,有,,5850,75.16,是,"坡道平面1,坡道機械1",19.14,0,,有,,,
買賣,北投區,房地(土地+建物),復興一路51-55號(雙號),7.77,,1100219,土地:2建物:1車位:,一層,,公寓(5樓含以下無電梯),住家用,,,19.66,1,2,1,有,無,,825,41.96,否,,0,0,,無,,,
買賣,大安區,房地(土地+建物),大安路一段81-85號(單號),2.16,,1100324,土地:1建物:1車位:,五層,,華廈(10層含以下有電梯),住家用,,,19.56,1,0,1,有,無,,1858,94.99,否,,0,0,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,有,,,
買賣,松山區,房地(土地+建物),南京東路四段52巷1-5號(雙號),3.08,,1100204,土地:2建物:1車位:,七層,,大樓(11層含以上有電梯),住家用,,,31.75,4,2,2,有,有,,2000,62.99,否,,0,0,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,有,,,
買賣,中正區,房地(土地+建物),中華路二段136-140號(單號),1.21,,1100317,土地:1建物:1車位:,六層,,華廈(10層含以下有電梯),住家用,,,6.73,3,2,1,有,無,,228,33.88,否,,0,0,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,有,,,
買賣,文山區,房地(土地+建物)+車位,辛亥路四段166巷21-25號(單號),6.59,,1100313,土地:1建物:1車位:1,二層,,華廈(10層含以下有電梯),見其他登記事項,,,33.7,2,2,1,有,有,,1760,61.99,否,坡道機械1,8.05,170,,有,,,
買賣,北投區,房地(土地+建物),杏林二路21-25號(單號),8.47,,1100306,土地:1建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,31,3,2,2,有,無,,1060,34.19,否,,0,0,建築物含有：陽台外推、其他增建。,無,,,
買賣,文山區,房地(土地+建物),木新路三段50巷10弄1-5號(單號),4.98,,1100302,土地:1建物:1車位:,二層,,大樓(11層含以上有電梯),見其他登記事項,,,19.25,2,1,1,有,有,,1090,56.62,否,,0,0,,有,,,
買賣,士林區,土地,菁山段二小段411-415地號,455.33,,1100318,土地:1建物:0車位:,,,,,,,0,,,,無,無,,1450,3.18,-,,0,0,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。土地上有：未登記建物。,無,,,
買賣,大安區,車位,忠孝東路四段181巷40弄6-10號(單號),0.44,,1100311,土地:1建物:1車位:1,地下四層,,,停車空間,,,7.64,,,,有,有,,290,0,-,坡道平面1,7.64,290,僅車位交易。,有,,,
買賣,中山區,車位,植福路286巷26-30號(雙號),0.38,,1100311,土地:1建物:1車位:1,"地下一層,地下二層,地下三層,地下四層",,,見其他登記事項,,,11.46,,,,有,有,,340,0,-,坡道平面1,11.46,340,僅車位交易。,有,,,
買賣,北投區,房地(土地+建物)+車位,立農街二段202巷9弄6-10號(雙號),11.81,,1100301,土地:1建物:1車位:1,二層,,公寓(5樓含以下無電梯),住家用,,,33.72,3,2,2,有,無,,1938,57.47,是,一樓平面1,0,0,,無,,,
預售屋,北投區,房地(土地+建物)+車位,文林段四小段176-180地號,8.22,,1091105,土地:13建物:1車位:1,七層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,56.59,3,2,2,有,,,3880,79.79,否,坡道平面1,11.22,260,,,27.63,2.57,26.38
買賣,中正區,房地(土地+建物),漢口街一段131-135號(雙號),1.91,,1100319,土地:1建物:1車位:,五層,,華廈(10層含以下有電梯),住家用,,,14.8,1,1,1,有,有,,850,57.43,否,,0,0,,有,,,
買賣,北投區,房地(土地+建物)+車位,大業路461-465號(雙號),1.65,,1100310,土地:3建物:1車位:1,"二層,電梯樓梯間",,大樓(11層含以上有電梯),住家用,,,14.74,3,2,2,有,有,,730,49.53,是,坡道平面1,0,0,,有,,,
買賣,萬華區,房地(土地+建物),康定路26-30號(雙號),5.1,,1100204,土地:1建物:1車位:,地下層,,大樓(11層含以上有電梯),見使用執照,,,41.65,,,,無,有,,750,18.01,否,,0,0,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,有,,,
買賣,大安區,房地(土地+建物),四維路198巷38弄11-15號(單號),5.87,,1100121,土地:1建物:1車位:,八層,,大樓(11層含以上有電梯),住家用,,,30.63,2,2,1,有,有,,2400,78.35,否,,0,0,,有,,,
買賣,大安區,車位,復興南路一段256-260號(單號),0.81,,1100317,土地:2建物:1車位:1,"避難室兼停車場,見使用執照",,,見其他登記事項,,,8.09,,,,無,有,,320,0,-,坡道平面1,0,320,僅車位交易。,有,,,
預售屋,北投區,房地(土地+建物)+車位,文林段四小段176-180地號,10.53,,1091119,土地:13建物:1車位:1,十一層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,69.42,4,2,3,有,,,5340,86.77,否,坡道平面1,11.22,290,,,34.63,4.12,30.67
買賣,文山區,房地(土地+建物),木柵路二段109巷27弄6-10號(雙號),11.92,,1100316,土地:4建物:1車位:,二層,,公寓(5樓含以下無電梯),住家用,,,32.78,3,2,2,有,有,,1230,37.52,否,,0,0,,無,,,
買賣,南港區,房地(土地+建物)+車位,園區街1-5號(單號),36.89,,1100315,土地:1建物:1車位:3,十層,,大樓(11層含以上有電梯),見其他登記事項,,,208.06,,,,無,有,,12000,57.68,是,"坡道機械1,坡道平面2",43.12,0,,有,,,
預售屋,北投區,房地(土地+建物)+車位,文林段四小段176-180地號,8.22,,1091108,土地:13建物:1車位:1,十三層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,56.59,3,2,2,有,,,4328,89,否,坡道平面1,11.22,290,,,27.63,2.57,26.38
買賣,士林區,土地,至善段七小段31-35地號,200.58,,1091007,土地:1建物:0車位:,,,,,,,0,,,,無,無,,2000,9.97,-,,0,0,,無,,,
買賣,北投區,房地(土地+建物),文化三路16-20號(單號),16.2,,1100221,土地:1建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,44.75,3,2,2,有,有,,1636,36.56,否,,0,0,,無,,,
買賣,文山區,房地(土地+建物)+車位,政大一街1-5號(單號),18.49,,1100301,土地:1建物:1車位:1,五層,,華廈(10層含以下有電梯),住家用,,,39.9,3,2,2,有,有,,1750,43.86,是,塔式車位1,4.38,0,,有,,,
預售屋,北投區,房地(土地+建物)+車位,文林段四小段176-180地號,10.53,,1091117,土地:13建物:1車位:1,五層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,69.42,4,2,3,有,,,4630,74.74,否,坡道平面1,11.22,280,,,34.63,4.12,30.67
買賣,中正區,房地(土地+建物),漢口街一段106-110號(雙號),1.59,,1100305,土地:2建物:1車位:,六層,,華廈(10層含以下有電梯),商業用,,,13.67,0,1,1,有,有,,805,58.89,否,,0,0,建築物含有：陽台外推。,有,,,
買賣,士林區,房地(土地+建物)+車位,芝玉路二段86-90號(雙號),12.54,,1100318,土地:1建物:1車位:2,七層,,華廈(10層含以下有電梯),見其他登記事項,,,63.26,3,2,2,有,有,,5065,88.9,否,"一樓平面1,升降機械1",8.87,230,車位編號11，係行動不便停車位，由全棟住戶共同持有，其價格含在主建物。,有,,,
買賣,信義區,房地(土地+建物)+車位,基隆路二段176-180號(單號),4.01,,1100226,土地:2建物:1車位:1,九層,,大樓(11層含以上有電梯),住家用,,,57.83,1,2,2,有,有,,4130,71.42,是,坡道平面1,0,280,,有,,,
買賣,內湖區,房地(土地+建物)+車位,成功路四段186-190號(雙號),7.58,,1100316,土地:1建物:1車位:1,十三層,015,大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050616,55.6,0,0,1,有,有,,3448,80.67,否,坡道平面1,15.88,243.92,與政府有關之交易：政府機關標讓售。,有,,,
買賣,內湖區,房地(土地+建物)+車位,行善路381-385號(單號),8.19,,1100324,土地:1建物:1車位:1,二層,012,大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021017,51.75,1,1,1,有,有,,2500,48.31,是,坡道平面1,5.4,0,,有,,,
買賣,內湖區,房地(土地+建物)+車位,康樂街131巷6-10號(雙號),18.68,,1100302,土地:1建物:1車位:1,"八層,九層",009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820604,77.74,5,2,4,有,有,,3168,40.75,是,坡道平面1,0,0,,有,,,
買賣,內湖區,房地(土地+建物),內湖路一段737巷8弄6-10號(雙號),5.92,,1100202,土地:1建物:1車位:,四層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690415,30.43,4,2,2,有,無,,1535,50.44,否,,0,0,,無,,,
買賣,中山區,房地(土地+建物),敬業一路181-185號(單號),4.96,,1100314,土地:1建物:1車位:,五層,009,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0970422,16.56,1,1,1,有,有,,1588,95.89,否,,0,0,,有,,,
買賣,內湖區,房地(土地+建物)+車位,內湖路一段91巷16-20號(單號),25.08,,1100115,土地:1建物:1車位:2,五層,010,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0940308,102.67,0,0,2,有,有,,4500,43.83,是,坡道平面2,19.51,0,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,有,,,
買賣,內湖區,房地(土地+建物)+車位,陽光街161巷11-15號(雙號),16.79,,1100306,土地:1建物:1車位:1,二層,005,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080716,33.35,3,1,1,有,有,,2570,74.26,否,塔式車位1,0.76,150,,有,,,
買賣,中山區,房地(土地+建物),新生北路二段68巷26-30號(雙號),1.78,,1100318,土地:2建物:1車位:,五層,007,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0670505,12.2,1,0,1,有,有,,688,56.39,否,,0,0,建築物含有：陽台外推。,有,,,
買賣,內湖區,房地(土地+建物)+車位,康寧路三段16巷116-120號(雙號),7.74,,1100218,土地:1建物:1車位:1,八層,010,華廈(10層含以下有電梯),住家用,鋼骨鋼筋混凝土造,0910613,40.87,3,2,2,有,有,,2536,62.05,是,坡道平面1,5.92,0,建築物含有：陽台外推、其他增建。,有,,,
買賣,中山區,房地(土地+建物),新生北路二段60巷16-20號(單號),1.23,,1100312,土地:1建物:1車位:,一層,019,大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1050322,13.96,1,1,1,有,有,,1355,97.06,否,,0,0,,有,,,
買賣,內湖區,房地(土地+建物)+車位,內湖路三段72巷61-65號(單號),6.48,,1100227,土地:1建物:1車位:1,五層,008,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830804,37.38,2,2,1,有,有,,1718,61.35,否,坡道平面1,13.45,250,,有,,,
買賣,中山區,房地(土地+建物),德惠街51-55號(雙號),0.82,,1100302,土地:1建物:1車位:,七層,011,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710227,8.96,1,1,1,有,有,,480,53.57,否,,0,0,,有,,,
買賣,中山區,房地(土地+建物)+車位,明水路557巷16-20號(單號),14.86,,1091228,土地:1建物:1車位:2,四層,011,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840718,89.27,4,2,2,有,有,,5580,62.51,是,坡道平面2,0,400,建築物含有：其他增建。兩個車位面積合計為79.16平方公尺,有,,,
買賣,中山區,房地(土地+建物),北安路821巷3弄1-5號(單號),9.22,,1100220,土地:2建物:1車位:,一層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770930,34.59,2,2,2,有,無,,2250,65.05,否,,0,0,,無,,,
買賣,中山區,房地(土地+建物),林森北路261-265號(單號),0.92,,1100306,土地:2建物:1車位:,五層,012,大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0710707,10.88,1,1,1,有,有,,680,62.5,否,,0,0,,有,,,
租賃,中山區,房地(土地+建物)+車位,新生北路二段62巷6-10號(雙號),0,,1100301,土地:1建物:1車位:1,五層,019,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1050322,56.71,3,2,2,有,無,有,8,1322.52,是,坡道平面1,0,0,,,,,
租賃,中山區,房地(土地+建物),長春路76-80號(雙號),22.81,,1100301,土地:1建物:1車位:,八層,012,辦公商業大樓,共有部分,鋼筋混凝土造,0670907,22.81,1,1,1,有,無,無,3,1096.01,否,,0,0,,,,,
租賃,萬華區,建物,德昌街185巷27弄1-5號(雙號),0,,1100225,土地:建物:1車位:,一層,004,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0621214,21.58,3,1,1,有,無,有,2,926.78,否,,0,0,,,,,
