CASE_T,DISTRICT,CASE_F,LOCATION,LANDA,LANDA_Z,SDATE,SCNT,SBUILD,TBUILD,BUITYPE,PBUILD,MBUILD,FDATE,FAREA,BUILD_R,BUILD_L,BUILD_B,BUILD_P,RULE,BUILD_C,TPRICE,UPRICE,UPNOTE,PARKTYPE,PAREA,PPRICE,RMNOTE,ELEVATOR,MB_AREA,SB_AREA,PU_AREA
買賣,大同區,房地(土地+建物),延平北路三段99巷3弄21-25號(雙號),7.11,,1100225,土地:1建物:1車位:,二層,,公寓(5樓含以下無電梯),工業用,,,21.92,3,2,1,有,無,,870,39.69,否,,0,0,建築物含有：陽台外推。,無,,,
買賣,松山區,房地(土地+建物)+車位,三民路43巷11-15號(單號),14.21,,1100321,土地:1建物:1車位:1,九層,,大樓(11層含以上有電梯),住家用,,,73.85,3,2,2,有,有,,4800,65,是,坡道平面1,0,0,,有,,,
買賣,大安區,房地(土地+建物),復興南路二段151巷6-10號(雙號),4.6,,1100308,土地:1建物:1車位:,四層,,華廈(10層含以下有電梯),住家用,,,36.95,3,2,2,有,有,,3038,82.22,否,,0,0,建築物含有：陽台外推。,有,,,
買賣,士林區,房地(土地+建物)+車位,中山北路七段141巷31-35號(單號),73.9,,1100318,土地:1建物:1車位:3,二層,,華廈(10層含以下有電梯),住家用,,,180.27,4,2,3,有,有,,20900,115.94,是,坡道平面3,0,1000,,有,,,
買賣,松山區,房地(土地+建物)+車位,松河街166-170號(雙號),6.69,,1100203,土地:1建物:1車位:1,二十二層,,大樓(11層含以上有電梯),見其他登記事項,,,80.95,4,2,3,有,有,,6900,92.5,否,坡道平面1,10.03,340,,有,,,
買賣,大安區,房地(土地+建物)+車位,永康街76-80號(雙號),16.19,,1100302,土地:2建物:1車位:3,"十二層,十三層",,大樓(11層含以上有電梯),住家用,,,106.98,4,2,3,有,有,,8750,81.79,是,"坡道機械2,坡道平面1",0,0,建築物含有：夾層、陽台外推、其他增建。,有,,,
買賣,松山區,房地(土地+建物)+車位,健康路416-420號(雙號),4.27,,1100305,土地:2建物:1車位:4,六層,,大樓(11層含以上有電梯),住家用,,,46.89,3,2,2,有,有,,3650,77.84,是,"坡道平面2,坡道機械2",0,0,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,有,,,
買賣,大同區,房地(土地+建物),庫倫街46-50號(雙號),8.29,,1091230,土地:2建物:1車位:,三層,,華廈(10層含以下有電梯),商業用,,,43.34,3,2,2,有,有,,2620,60.45,否,,0,0,建築物含有：其他增建。,有,,,
買賣,萬華區,房地(土地+建物)+車位,西園路二段281巷26-30號(雙號),8.26,,1100225,土地:1建物:1車位:1,二層,,大樓(11層含以上有電梯),住家用,,,48.25,3,2,2,有,有,,1890,39.17,是,坡道平面1,0,250,建築物含有：其他增建、陽台外推。,有,,,
買賣,士林區,土地,芝山段一小段371-375地號,24.51,,1100208,土地:1建物:0車位:,,,,,,,0,,,,無,無,,478,19.5,-,,0,0,特殊交易標的類型：(包含)公共設施保留地(用地)。,無,,,
買賣,南港區,房地(土地+建物)+車位,福德街391-395號(單號),6.72,,1100302,土地:1建物:1車位:1,五層,,大樓(11層含以上有電梯),見其他登記事項,,,40.16,3,2,1,有,有,,1900,47.31,是,坡道平面1,0,0,建築物含有：陽台外推。車位一年一抽，非固定,有,,,
買賣,大安區,車位,安和路二段81-85號(單號),0.02,,1100322,土地:2建物:1車位:1,"地下一層,地下二層,地下三層",,,商業用,,,2.42,,,,有,有,,89,0,-,升降機械1,0,89,僅車位交易。,有,,,
買賣,北投區,房地(土地+建物),致遠一路二段116-120號(單號),13.31,,1100306,土地:1建物:1車位:,五層,,公寓(5樓含以下無電梯),住家用,,,36.77,5,4,2,有,無,,1775,48.27,否,,0,0,建築物含有：頂樓加蓋、其他增建。,無,,,
買賣,北投區,房地(土地+建物)+車位,三合街一段117巷76-80號(雙號),10.12,,1091227,土地:1建物:1車位:1,九層,,華廈(10層含以下有電梯),住家用,,,52.7,3,2,2,有,有,,2880,65.23,否,坡道平面1,12.23,240,,有,,,
買賣,南港區,房地(土地+建物),福德街373巷51-55號(單號),6.4,,1100221,土地:1建物:1車位:,十五層,,大樓(11層含以上有電梯),見其他登記事項,,,38.71,3,2,1,有,有,,1925,49.73,否,,0,0,建築物含有：其他增建。,有,,,
買賣,文山區,房地(土地+建物),溪口街85巷10弄1-5號(雙號),8.23,,1091220,土地:2建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,26.31,3,2,1,有,無,,1560,59.29,否,,0,0,建築物含有：陽臺外推、其他增建。,無,,,
買賣,松山區,房地(土地+建物),延壽街351-355號(單號),20.34,,1100226,土地:1建物:1車位:,二層,,公寓(5樓含以下無電梯),住家用,,,36.16,3,2,2,有,無,,2950,81.58,否,,0,0,,無,,,
買賣,南港區,房地(土地+建物),市民大道七段51-55號(單號),7.46,,1100304,土地:1建物:1車位:,五層,,公寓(5樓含以下無電梯),住家用,,,20.69,3,1,1,有,無,,1280,61.87,否,,0,0,建築物含有：陽台外推。,無,,,
買賣,大同區,房地(土地+建物),迪化街二段426-430號(雙號),7.87,,1100302,土地:5建物:1車位:,五層,,公寓(5樓含以下無電梯),住家用,,,15.13,2,1,1,有,無,,450,29.74,否,,0,0,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,無,,,
買賣,南港區,土地,中南段二小段11-15地號,2.9,,1100309,土地:6建物:0車位:,,,,,,,0,,,,無,無,,190,65.52,-,,0,0,特殊交易標的類型：(包含)公共設施保留地(用地)。,無,,,
買賣,文山區,房地(土地+建物),羅斯福路五段192巷5弄11-15號(單號),11.93,,1100131,土地:1建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,41.46,4,2,2,有,無,,1950,47.03,否,,0,0,,無,,,
租賃,,車位,仁愛路四段416-420號,0,,1100224,土地:建物:車位:1,,012,,,,,0,,,,有,有,無,1,0,-,升降平面1,11.58,6000,續租。,,,,
買賣,中山區,土地,金泰段6-10地號,63.94,,1100320,土地:1建物:0車位:,,,,,,,0,,,,無,無,,14387,225.01,-,,0,0,,無,,,
買賣,大同區,房地(土地+建物),承德路三段301巷1-5號(雙號),9.47,,1100101,土地:1建物:1車位:,五層,,公寓(5樓含以下無電梯),住家用,,,32.03,3,2,1,有,無,,1600,49.95,否,,0,0,建築物含有：頂樓加蓋。,無,,,
買賣,中正區,房地(土地+建物)+車位,延平南路151-155號(雙號),6.91,,1100127,土地:1建物:1車位:1,二十層,,大樓(11層含以上有電梯),住家用,,,81.54,,,,無,有,,6800,93.65,否,坡道平面1,12.45,330,特殊交易情況、條件：毛胚屋。,有,,,
買賣,南港區,房地(土地+建物)+車位,松河街766-770號(雙號),14.11,,1100205,土地:1建物:1車位:1,"一層,見其他登記事項",,華廈(10層含以下有電梯),住家用,,,57.19,3,2,2,有,有,,3428,59.94,是,坡道平面1,0,0,建築物含有：陽台外推、夾層、其他增建。,有,,,
買賣,文山區,土地,萬慶段一小段96-100地號,4.99,,1100309,土地:1建物:0車位:,,,,,,,0,,,,無,無,,749,150.1,-,,0,0,,無,,,
買賣,南港區,房地(土地+建物)+車位,重陽路381-385號(雙號),9.37,,1100225,土地:1建物:1車位:1,二層,,華廈(10層含以下有電梯),住家用,,,45.34,2,1,1,有,有,,2440,53.82,是,坡道平面1,0,0,,有,,,
買賣,中山區,房地(土地+建物)+車位,建國北路一段146-150號(雙號),3.13,,1100310,土地:1建物:2車位:1,九層,013,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990318,36.02,2,1,1,有,有,,2400,66.63,是,升降平面1,11.96,0,,有,,,
買賣,中山區,房地(土地+建物)+車位,建國北路三段71-75號(單號),3.7,,1100302,土地:2建物:1車位:1,二層,014,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041016,37.15,,,,無,有,,2468,73.71,否,坡道平面1,8.01,320,交易總價包含下列非屬不動產價格之費用：裝潢費。,有,,,
買賣,中山區,房地(土地+建物),林森北路557巷1-5號(單號),3.88,,1100301,土地:1建物:1車位:,四層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990702,21.06,1,1,1,有,有,,1520,72.17,否,,0,0,,有,,,
買賣,內湖區,房地(土地+建物)+車位,文德路210巷30弄86-90號(單號),4.75,,1070203,土地:1建物:1車位:1,九層,025,大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1091224,38.5,2,2,1,有,無,,2596,75.67,否,坡道平面1,7.43,245,,有,,,
買賣,內湖區,房地(土地+建物),文德路210巷30弄81-85號(單號),4.26,,1070128,土地:1建物:1車位:,十二層,025,大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1091224,31.07,2,2,1,有,無,,2398,77.18,否,,0,0,此為讓渡權利，金額2430萬元正,有,,,
買賣,內湖區,房地(土地+建物),康寧路三段99巷39弄81-85號(雙號),5.45,,1100316,土地:1建物:1車位:,四層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820426,16.14,1,1,1,有,有,,880,54.52,否,,0,0,建築物含有：其他增建、陽台外推。,有,,,
買賣,內湖區,房地(土地+建物)+車位,成功路四段176-180號(雙號),6.25,,1100125,土地:1建物:1車位:2,七層,029,大樓(11層含以上有電梯),住家用,見其他登記事項,1070223,93.58,3,2,2,有,有,,6980,86.68,否,坡道平面2,17.61,395,裝潢戶,有,,,
買賣,內湖區,房地(土地+建物)+車位,文德路210巷30弄81-85號(單號),8.75,,1070204,土地:1建物:1車位:1,二十一層,025,大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1091224,68.4,3,2,2,有,無,,5300,82.95,否,坡道平面1,8,290,,有,,,
買賣,內湖區,房地(土地+建物),文德路106-110號(雙號),1.81,,1100228,土地:2建物:1車位:,五層,010,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850206,8.57,2,1,1,有,有,,660,77.01,否,,0,0,建築物含有：陽台外推、其他增建。,有,,,
買賣,中山區,房地(土地+建物)+車位,建國北路三段71-75號(單號),3.71,,1100304,土地:2建物:1車位:1,十四層,014,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041016,37.15,,,,無,有,,2725,81.16,否,坡道平面1,8.01,360,交易總價包含下列非屬不動產價格之費用：裝潢費。,有,,,
買賣,中山區,房地(土地+建物),新生北路二段137巷26-30號(雙號),14.97,,1100129,土地:1建物:1車位:,"二層,騎樓",002,公寓(5樓含以下無電梯),,加強磚造,,23.63,2,1,1,有,無,,2850,120.61,否,,0,0,特殊交易情況、條件：具重建或重劃、都更等效益。,無,,,
買賣,內湖區,房地(土地+建物),陽光街161巷11-15號(雙號),6.4,,1100313,土地:1建物:1車位:,四層,005,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080716,12.42,1,1,1,有,有,,1006,81,否,,0,0,,有,,,
買賣,中山區,房地(土地+建物),農安街26-30號(雙號),0.97,,1100326,土地:1建物:1車位:,七層,011,大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0690821,9.27,1,1,1,有,有,,480,51.78,否,,0,0,建築物含有：陽台外推。,有,,,
買賣,內湖區,房地(土地+建物),民權東路六段81巷16-20號(雙號),11.7,,1100305,土地:1建物:1車位:,二層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670531,32.62,3,2,2,有,無,,1632,50.03,否,,0,0,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,無,,,
買賣,中山區,房地(土地+建物),錦州街30巷11-15號(單號),0.75,,1100320,土地:1建物:1車位:,五層,010,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0680613,6.42,1,1,1,有,有,,285,44.39,否,,0,0,,有,,,
買賣,內湖區,房地(土地+建物),星雲街168巷31-35號(單號),3.13,,1100306,土地:1建物:1車位:,十一層,021,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860124,20,1,1,1,有,有,,1180,59,否,,0,0,建築物含有：夾層。,有,,,
租賃,松山區,建物,民生東路五段16-20號(雙號),0,,1100225,土地:建物:2車位:,見其他登記事項,004,店面(店鋪),商業用,鋼筋混凝土造,0711012,41.45,0,3,1,有,無,有,11,2566.95,否,,0,0,含增建或未登記建物。,,,,
買賣,內湖區,房地(土地+建物)+車位,康樂街136巷30弄6-10號(單號),7.65,,1080409,土地:1建物:1車位:1,十四層,015,大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090424,51.83,3,2,2,有,有,,2488,54.29,否,坡道平面1,10.61,250,,有,,,
買賣,文山區,車位,辛亥路七段81-85號(雙號),0.1,,1100201,土地:2建物:1車位:1,"一層,地下一層",011,,共有部分,鋼筋混凝土造,0891025,9.43,,,,有,有,,80,0,-,坡道機械1,0,80,僅車位交易。,有,,,
租賃,松山區,建物,南京東路四段101-105號(雙號),0,,1100224,土地:建物:2車位:,見其他登記事項,012,店面(店鋪),商業用,鋼筋混凝土造,0750514,41.74,,,,無,無,無,11,2725.9,否,,0,0,,,,,
租賃,士林區,房地(土地+建物),天母西路46-50號(雙號),5.1,,1100217,土地:4建物:1車位:,一層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690606,25.79,2,2,1,有,有,無,2,930.59,否,,0,0,,,,,
租賃,內湖區,建物,民權東路六段180巷96-100號(雙號),0,,1100226,土地:建物:1車位:1,八層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050322,53.03,3,2,2,有,有,有,5,848.58,是,坡道平面1,11.27,0,,,,,
租賃,北投區,建物,大度路三段186-190號(單號),0,,1100225,土地:建物:1車位:1,十二層,014,住宅大樓(11層含以上有電梯),共有部分,鋼筋混凝土造,0910322,44.54,2,2,2,有,有,有,4,971.17,否,坡道平面1,11.59,3000,,,,,
租賃,北投區,建物,中正街71-75號(單號),0,,1100301,土地:建物:1車位:,一層,029,店面(店鋪),見其他登記事項,鋼骨鋼筋混凝土造,0961119,18.01,,,,無,有,無,4,1943.36,否,,0,0,續租。,,,,
買賣,中山區,車位,新生北路三段82巷16-20號(雙號),1.17,,1100305,土地:1建物:1車位:1,地下二層,006,,停車空間,鋼筋混凝土造,0810929,9.48,,,,有,無,,100,0,-,升降平面1,0,100,僅車位交易。,有,,,
租賃,文山區,建物,木柵路一段16-20號(雙號),0,,1100225,土地:建物:1車位:,三層,004,公寓(5樓含以下無電梯),住家用,加強磚造,,22.52,3,2,2,有,無,有,2,888.1,否,,0,0,,,,,
租賃,中正區,建物,和平西路一段96-100號(雙號),0,,1100226,土地:建物:1車位:,五層,015,住宅大樓(11層含以上有電梯),共有部分,鋼筋混凝土造,0970530,26.23,2,2,1,有,有,有,3,1067.48,否,,0,0,,,,,
租賃,中山區,建物,農安街6-10號(雙號),0,,1100301,土地:建物:1車位:,十二層,014,辦公商業大樓,住家用,鋼筋混凝土造,0980622,15.9,1,1,1,有,有,有,4,2201.26,否,,0,0,含管理費、稅金或水電等費用。,,,,
租賃,中山區,建物,松江路184巷26弄21-25號(單號),0,,1100227,土地:建物:1車位:,五層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971128,55.02,4,2,2,有,有,有,7,1272.26,否,,0,0,續租。含管理費、稅金或水電等費用。,,,,
租賃,中山區,建物,松江路93巷1-5號(單號),0,,1100301,土地:建物:1車位:,五層,006,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860417,56.55,2,2,2,有,有,有,6,1114.06,否,,0,0,含管理費、稅金或水電等費用。,,,,
租賃,士林區,建物,中山北路七段21-25號(雙號),0,,1100227,土地:建物:1車位:,三層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750103,43.38,3,2,2,有,有,有,7,1659.75,否,,0,0,含管理費、稅金或水電等費用。,,,,
租賃,信義區,建物,忠孝東路五段743巷31弄21-25號(單號),0,,1100227,土地:建物:1車位:1,四層,016,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070824,46.62,3,2,2,有,無,有,8,1780.35,是,坡道平面1,10.24,0,,,,,
租賃,士林區,建物,建業路31-35號(雙號),0,,1100228,土地:建物:1車位:,三層,004,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1060405,8.04,1,0,1,有,有,有,1,1616.92,否,,0,0,台北市都發局社會住宅包租代管第2期計畫,,,,
租賃,萬華區,建物,西寧南路36-40號(雙號),0,,1100224,土地:建物:1車位:,三層,010,華廈(10層含以下有電梯),商業用,預力混凝土造,0671215,6.9,0,1,0,有,有,有,0,362.32,否,,0,0,做倉庫使用。,,,,
租賃,內湖區,建物,五分街1-5號(單號),0,,1100225,土地:建物:1車位:,一層,005,店面(店鋪),住家用,鋼筋混凝土造,0740923,34.85,,,,無,無,有,9,2439.02,否,,0,0,,,,,
租賃,松山區,建物,光復南路46巷31-35號(雙號),0,,1100224,土地:建物:1車位:,四層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701230,51.54,3,2,2,有,無,有,7,1261.16,否,,0,0,,,,,
租賃,大安區,建物,永康街4巷16-20號(雙號),0,,1100226,土地:建物:1車位:,九層,010,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960911,20.42,1,2,1,有,有,有,4,1958.86,否,,0,0,,,,,
租賃,大安區,房地(土地+建物)+車位,敦化南路二段76-80號(雙號),0,,1100225,土地:0建物:1車位:1,十層,024,辦公商業大樓,商業用,鋼筋混凝土造,0751020,174.12,12,0,0,有,有,無,35,2020.16,是,坡道平面1,0,0,"民國110年2月25日至110年3月31日為免租金裝潢期,租金含稅,屋主有附贈車位使用B2-8號",,,,
租賃,中山區,建物,明水路526巷1-5號(單號),0,,1100226,土地:建物:1車位:2,五層,011,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0961108,87.95,3,2,2,有,有,有,10,1137.01,是,坡道平面2,22.01,0,,,,,
租賃,士林區,建物,延平北路五段136巷31-35號(單號),0,,1100226,土地:建物:1車位:,二層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620601,26.63,3,1,2,有,無,有,2,863.69,否,,0,0,租賃期間含免租金裝潢期。,,,,
租賃,士林區,建物,德行東路283巷31-35號(單號),0,,1100227,土地:建物:1車位:,七層,007,套房(1房(1廳)1衛),見其他登記事項,鋼筋混凝土造,0971222,10.17,1,1,1,有,有,有,2,2064.9,否,,0,0,含增建或未登記建物。,,,,
租賃,北投區,建物,裕民二路41-45號(單號),0,,1100226,土地:建物:1車位:1,七層,015,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950630,64.82,4,2,2,有,有,有,8,1218.76,是,坡道平面1,0,0,含管理費、稅金或水電等費用。續租。,,,,
租賃,松山區,建物,民生東路五段69巷2弄1-5號(雙號),0,,1100226,土地:建物:1車位:,四層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0551029,36.16,4,2,2,有,有,有,7,1797.57,否,,0,0,,,,,
買賣,北投區,土地,奇岩段五小段616-620地號,8.17,,1100217,土地:1建物:0車位:,,,,,,,0,,,,無,無,,1068,130.72,-,,0,0,特殊交易情況、條件：畸零地或有合併使用效益。與政府有關之交易：政府機關標讓售。,無,,,
預售屋,北投區,房地(土地+建物)+車位,文林段四小段176-180地號,8.22,,1091119,土地:13建物:1車位:1,十一層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,56.59,3,2,2,有,,,4240,87.06,否,坡道平面1,11.22,290,,,27.63,2.57,26.38
買賣,大安區,房地(土地+建物),敦化南路二段172巷21-25號(雙號),10.63,,1100222,土地:1建物:1車位:,三層,,華廈(10層含以下有電梯),住家用,,,58.21,,,,無,有,,6998,120.22,否,,0,0,特殊交易情況、條件：毛胚屋。,有,,,
買賣,信義區,房地(土地+建物),忠孝東路五段492巷9弄6-10號(單號),6.88,,1100221,土地:1建物:1車位:,"二層,陽臺",,公寓(5樓含以下無電梯),住家用,,,21.01,3,2,1,有,無,,1318,62.73,否,,0,0,,無,,,
買賣,大安區,房地(土地+建物),仁愛路四段122巷11-15號(雙號),4.7,,1100122,土地:3建物:1車位:,四層,,華廈(10層含以下有電梯),住家用,,,24.26,2,1,1,有,有,,2130,87.8,否,,0,0,,有,,,
買賣,中正區,房地(土地+建物),牯嶺街146-150號(雙號),5.88,,1100126,土地:2建物:1車位:,四層,,大樓(11層含以上有電梯),見其他登記事項,,,63.87,4,2,2,有,有,,2734,42.81,否,,0,0,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,有,,,
買賣,松山區,房地(土地+建物),八德路四段106巷8弄6-10號(雙號),8.17,,1100307,土地:1建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,28.16,3,2,1,有,無,,1788,63.49,否,,0,0,建築物含有：其他增建。,無,,,
買賣,文山區,房地(土地+建物)+車位,政大一街241-245號(單號),13.05,,1100306,土地:1建物:1車位:1,二層,,華廈(10層含以下有電梯),住家用,,,39.64,2,2,1,有,有,,1684,42.48,是,坡道平面1,10.01,0,,有,,,
買賣,大同區,房地(土地+建物)+車位,甘谷街31-35號(單號),4.95,,1100304,土地:3建物:1車位:1,四層,,大樓(11層含以上有電梯),商業用,,,53.26,2,2,1,有,有,,2615,49.1,是,坡道平面1,0,0,建築物含有：陽台外推。,有,,,
買賣,中正區,房地(土地+建物),羅斯福路三段240巷17弄6-10號(雙號),8.41,,1100314,土地:1建物:1車位:,五層,,公寓(5樓含以下無電梯),住家用,,,32.12,5,2,3,有,無,,1520,47.32,否,,0,0,建築物含有：頂樓加蓋、其他增建。,無,,,
買賣,松山區,房地(土地+建物),南京東路五段401-405號(單號),2.31,,1100218,土地:1建物:1車位:,二層,,大樓(11層含以上有電梯),見其他登記事項,,,19.28,3,2,2,有,有,,1550,80.39,否,,0,0,,有,,,
買賣,信義區,房地(土地+建物),吳興街269巷1弄26-30號(雙號),8.07,,1100301,土地:2建物:1車位:,三層,,華廈(10層含以下有電梯),住家用,,,39.29,3,2,2,有,無,,2772,70.55,否,,0,0,建築物含有：陽台外推。,有,,,
買賣,大同區,房地(土地+建物),重慶北路三段201-205號(單號),1.88,,1100305,土地:2建物:1車位:,十一層,,大樓(11層含以上有電梯),住家用,,,15.22,,,,無,有,,1202,78.98,否,,0,0,,有,,,
買賣,松山區,房地(土地+建物)+車位,敦化北路6-10號(雙號),12.77,,1100208,土地:2建物:1車位:3,十層,,大樓(11層含以上有電梯),見其他登記事項,,,163.7,3,2,4,有,有,,27220,196.54,否,坡道平面3,31.51,1240,,有,,,
買賣,信義區,房地(土地+建物),吳興街284巷9弄11-15號(雙號),10.23,,1100228,土地:1建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,36,3,2,2,有,無,,1968,54.67,否,,0,0,,無,,,
買賣,士林區,房地(土地+建物),士東路266巷11弄1-5號(單號),2.84,,1100207,土地:4建物:1車位:,地下層,,公寓(5樓含以下無電梯),見使用執照,,,28.34,4,1,2,有,無,,738,26.04,否,,0,0,,無,,,
買賣,南港區,房地(土地+建物),研究院路二段182巷78弄1-5號(單號),9.08,,1100203,土地:1建物:1車位:,二層,,公寓(5樓含以下無電梯),住家用,,,32.4,3,2,2,有,無,,1000,30.86,否,,0,0,,無,,,
買賣,松山區,房地(土地+建物)+車位,健康路156-160號(雙號),6.76,,1091231,土地:2建物:1車位:1,十四層,,大樓(11層含以上有電梯),住家用,,,60.11,4,2,2,有,有,,3700,61.55,是,坡道平面1,0,0,,有,,,
買賣,文山區,房地(土地+建物),三福街74巷1-5號(單號),7.73,,1100220,土地:3建物:1車位:,三層,,公寓(5樓含以下無電梯),見其他登記事項,,,33.63,3,2,2,有,無,,1670,49.66,否,,0,0,,無,,,
買賣,南港區,房地(土地+建物)+車位,昆陽街176-180號(雙號),6.26,,1100225,土地:1建物:1車位:1,八層,,大樓(11層含以上有電梯),見其他登記事項,,,41.46,3,2,1,有,有,,2600,73.93,否,坡道平面1,10.08,280,,有,,,
買賣,士林區,房地(土地+建物),中山北路七段219巷6-10號(雙號),4.99,,1100307,土地:1建物:2車位:,一層,,華廈(10層含以下有電梯),住家用,,,28.33,1,1,2,有,有,,1768,62.41,否,,0,0,建築物含有：陽台外推。,有,,,
買賣,信義區,房地(土地+建物)+車位,基隆路二段56-60號(雙號),1.67,,1100207,土地:1建物:1車位:1,六層,,華廈(10層含以下有電梯),商業用,,,22.02,2,2,1,有,有,,1480,67.21,是,升降機械1,0,150,建築物含有：其他增建、陽台外推、夾層。,有,,,
買賣,北投區,房地(土地+建物)+車位,公館路167巷1-5號(單號),44,,1100307,土地:3建物:1車位:1,六層,,大樓(11層含以上有電梯),住家用,,,83.83,4,2,2,有,有,,3090,36.86,是,坡道平面1,0,0,,有,,,
買賣,大安區,房地(土地+建物),延吉街171-175號(單號),4.97,,1091123,土地:1建物:1車位:,六層,,大樓(11層含以上有電梯),住家用,,,52.53,4,2,2,有,有,,4720,89.85,否,,0,0,建築物含有：陽台外推。,有,,,
買賣,士林區,房地(土地+建物),通河西街二段126-130號(雙號),11.77,,1100303,土地:1建物:1車位:,十層,,大樓(11層含以上有電梯),住家用,,,57.12,3,2,3,有,有,,2628,46.01,否,,0,0,,有,,,
買賣,大安區,房地(土地+建物),浦城街13巷11-15號(雙號),8.77,,1100223,土地:2建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,21.73,6,1,2,有,無,,1800,82.83,否,,0,0,建築物含有：其他增建。,無,,,
買賣,大安區,房地(土地+建物),和平東路一段11-15號(單號),9.01,,1091229,土地:2建物:1車位:,"一層,二層,三層,騎樓",,透天厝,,,,22.26,,,,無,無,,3920,176.1,-,,0,0,建築物含有：其他增建。,無,,,
