CASE_T,DISTRICT,CASE_F,LOCATION,LANDA,LANDA_Z,SDATE,SCNT,SBUILD,TBUILD,BUITYPE,PBUILD,MBUILD,FDATE,FAREA,BUILD_R,BUILD_L,BUILD_B,BUILD_P,RULE,BUILD_C,TPRICE,UPRICE,UPNOTE,PARKTYPE,PAREA,PPRICE,RMNOTE,ELEVATOR,MB_AREA,SB_AREA,PU_AREA
買賣,大安區,房地(土地+建物),新生南路一段103巷11-15號(單號),11.15,,1100224,土地:1建物:1車位:,三層,,華廈(10層含以下有電梯),住家用,,,49.55,3,2,2,有,有,,4090,82.54,否,,0,0,,有,,,
買賣,大安區,房地(土地+建物),和平東路三段106-110號(雙號),1.13,,1100319,土地:2建物:1車位:,三層,,大樓(11層含以上有電梯),見其他登記事項,,,10.09,1,1,1,有,有,,1075,106.54,否,,0,0,,有,,,
買賣,北投區,房地(土地+建物),復興一路51-55號(雙號),7.66,,1100219,土地:2建物:1車位:,一層,,公寓(5樓含以下無電梯),住家用,,,16.07,3,2,1,有,無,,675,42,否,,0,0,,無,,,
買賣,文山區,土地,萬慶段一小段96-100地號,9.98,,1100309,土地:1建物:0車位:,,,,,,,0,,,,無,無,,1497,150,-,,0,0,,無,,,
買賣,萬華區,房地(土地+建物),康定路101-105號(單號),1.19,,1100320,土地:1建物:1車位:,十三層,,大樓(11層含以上有電梯),住家用,,,17.64,1,0,1,有,有,,1170,66.33,否,,0,0,,有,,,
買賣,士林區,房地(土地+建物),忠誠路二段41巷26-30號(雙號),12.63,,1100316,土地:1建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,36.17,3,2,2,有,無,,2200,60.82,否,,0,0,,無,,,
買賣,北投區,房地(土地+建物),中央北路四段515巷61-65號(雙號),4.55,,1100221,土地:1建物:1車位:,十一層,,大樓(11層含以上有電梯),見其他登記事項,,,19.05,1,1,1,有,有,,890,46.72,否,,0,0,建築物含有：夾層。,有,,,
買賣,中正區,房地(土地+建物),羅斯福路四段66-70號(雙號),1.05,,1100301,土地:2建物:1車位:,七層,,大樓(11層含以上有電梯),見其他登記事項,,,13.83,1,1,1,有,有,,1200,86.77,否,,0,0,,有,,,
買賣,士林區,房地(土地+建物),天母東路50巷16-20號(雙號),3.48,,1100222,土地:1建物:1車位:,三層,,華廈(10層含以下有電梯),住家用,,,26.26,4,2,1,有,有,,1919,73.08,否,,0,0,建築物含有：陽台外推、其他增建。,有,,,
買賣,大安區,房地(土地+建物),敦化南路一段161巷61-65號(單號),12.63,,1100227,土地:2建物:1車位:,三層,,公寓(5樓含以下無電梯),,,,27.86,3,1,1,有,無,,2400,86.15,否,,0,0,,無,,,
預售屋,北投區,房地(土地+建物)+車位,文林段四小段176-180地號,8.24,,1091118,土地:13建物:1車位:1,一層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,56.9,3,2,2,有,,,4100,82.97,否,坡道平面1,11.22,310,,,27.41,3.01,26.48
買賣,文山區,房地(土地+建物)+車位,興隆路二段203巷16-20號(雙號),11.17,,1100123,土地:1建物:1車位:1,七層,,大樓(11層含以上有電梯),住家用,,,45.18,3,2,2,有,有,,2420,53.56,是,坡道平面1,11.13,0,,有,,,
買賣,文山區,房地(土地+建物),萬利街30巷31-35號(單號),13.69,,1100219,土地:1建物:1車位:,二層,,公寓(5樓含以下無電梯),住家用,,,29.28,3,2,2,有,無,,1380,47.13,否,,0,0,建築物含有：陽臺外推、其他增建。,無,,,
買賣,萬華區,房地(土地+建物),青年路168巷2弄66-70號(雙號),6.43,,1100302,土地:1建物:1車位:,"五層,陽臺",,公寓(5樓含以下無電梯),住家用,,,17.81,2,1,1,有,無,,650,36.5,否,,0,0,,無,,,
買賣,南港區,土地,中南段四小段241-245地號,3.38,,1100226,土地:2建物:0車位:,,,,,,,0,,,,無,無,,200,59.17,-,,0,0,土地上有：未登記建物。,無,,,
買賣,中山區,房地(土地+建物)+車位,中山北路二段116-120號(雙號),2.18,,1100208,土地:2建物:1車位:1,三層,014,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080227,26.48,1,1,1,有,有,,2080,78.55,是,塔式車位1,5.33,0,,有,,,
買賣,中山區,房地(土地+建物),龍江路397巷31-35號(雙號),8.97,,1100301,土地:6建物:1車位:,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680910,31.86,3,2,2,有,無,,2020,63.4,否,,0,0,建築物含有：陽台外推、其他增建。,無,,,
買賣,內湖區,房地(土地+建物)+車位,文德路210巷30弄91-95號(單號),7.02,,1070210,土地:1建物:1車位:1,六層,025,大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1091224,56.7,3,2,2,有,無,,3680,70.12,否,坡道平面1,8,265,,有,,,
買賣,中山區,房地(土地+建物),長安東路二段81-85號(單號),2.48,,1100225,土地:1建物:1車位:,九層,012,大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0720719,28.72,1,1,0,有,有,,1680,58.5,否,,0,0,,有,,,
買賣,中山區,房地(土地+建物),錦州街31-35號(雙號),8.38,,1100205,土地:1建物:2車位:,十一層,011,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0711102,92.44,8,0,8,有,無,,3800,41.11,否,,0,0,建築物含有：陽台外推、其他增建。,有,,,
買賣,內湖區,房地(土地+建物)+車位,成功路四段176-180號(雙號),6.1,,1100224,土地:1建物:1車位:2,五層,029,大樓(11層含以上有電梯),住家用,見其他登記事項,1070223,91.71,4,2,2,有,有,,6606,83.89,否,坡道平面2,17.61,390,含裝潢,有,,,
買賣,中山區,房地(土地+建物),松江路194巷31-35號(雙號),9.56,,1100317,土地:3建物:1車位:,六層,006,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0660202,36.18,3,1,2,有,無,,2600,71.86,否,,0,0,,有,,,
買賣,內湖區,房地(土地+建物),成功路二段238巷1-5號(單號),8.3,,1100222,土地:1建物:1車位:,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691004,28.82,3,2,1,有,無,,1100,38.17,否,,0,0,建築物含有：其他增建。,無,,,
買賣,內湖區,房地(土地+建物),內湖路一段737巷51弄6-10號(雙號),10.38,,1100301,土地:1建物:1車位:,四層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670130,27.19,4,0,4,有,無,,1828,67.23,否,,0,0,建築物含有：頂樓加蓋、陽台外推。,無,,,
買賣,內湖區,房地(土地+建物)+車位,文德路210巷30弄86-90號(單號),4.76,,1070204,土地:1建物:1車位:1,三層,025,大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1091224,39.09,2,2,1,有,無,,2494,70.89,否,坡道平面1,8,290,,有,,,
買賣,內湖區,房地(土地+建物)+車位,安泰街114巷21-25號(單號),6.52,,1100311,土地:1建物:1車位:1,四層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980929,43.33,2,2,1,有,有,,1520,43.88,否,坡道平面1,13.25,200,,有,,,
買賣,內湖區,房地(土地+建物),內湖路三段143巷26-30號(雙號),4.72,,1100122,土地:1建物:1車位:,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710227,19.93,2,2,1,有,無,,950,47.67,否,,0,0,建築物含有：陽台外推、頂樓加蓋、其他增建。,無,,,
買賣,中山區,房地(土地+建物),林森北路259巷6-10號(單號),1.62,,1100305,土地:1建物:1車位:,三層,007,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0730922,9.85,1,1,1,有,有,,538,54.62,否,,0,0,,有,,,
買賣,內湖區,房地(土地+建物)+車位,成功路五段450巷22弄16-20號(雙號),5.7,,1100302,土地:1建物:1車位:1,一層,014,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870925,33.8,3,2,1,有,有,,1920,56.8,是,坡道機械1,5.75,0,建築物含有：夾層。,有,,,
買賣,中山區,房地(土地+建物),中山北路二段137巷31-35號(雙號),1.1,,1100318,土地:1建物:1車位:,八層,010,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670130,9.06,1,1,1,有,有,,580,64.02,否,,0,0,,有,,,
買賣,中山區,房地(土地+建物)+車位,新生北路二段68巷6-10號(雙號),3.27,,1100204,土地:1建物:1車位:1,七層,012,大樓(11層含以上有電梯),住家用,見其他登記事項,1050602,39.31,2,1,1,有,有,,2468,90.36,否,坡道平面1,13.99,180,,有,,,
買賣,內湖區,房地(土地+建物),康樂街136巷30弄6-10號(單號),7.08,,1080622,土地:1建物:1車位:,三層,015,大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090424,38.23,3,2,2,有,有,,1948,50.95,否,,0,0,,有,,,
買賣,內湖區,房地(土地+建物)+車位,康樂街136巷30弄11-15號(單號),7.65,,1090718,土地:1建物:1車位:1,十二層,015,大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090424,51.83,3,2,2,有,有,,2540,55.56,否,坡道平面1,10.61,250,,有,,,
買賣,內湖區,房地(土地+建物)+車位,金龍路222巷6-10號(雙號),14.36,,1100227,土地:1建物:1車位:1,六層,012,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821213,46.07,3,2,2,有,有,,2239,55.5,否,坡道平面1,9.33,200,,有,,,
買賣,內湖區,房地(土地+建物)+車位,行善路286-290號(單號),15.59,,1100115,土地:1建物:1車位:2,十層,014,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021227,99.14,3,2,2,有,有,,5860,64.91,否,坡道平面2,18.11,600,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,有,,,
買賣,內湖區,房地(土地+建物),康樂街136巷30弄16-20號(單號),5.61,,1080614,土地:1建物:1車位:,五層,015,大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090424,30.25,3,2,1,有,有,,1620,53.55,否,,0,0,,有,,,
租賃,大同區,建物,昌吉街26-30號(雙號),0,,1100226,土地:建物:1車位:,七層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010112,64.96,3,2,2,有,有,有,9,1385.47,否,,0,0,,,,,
租賃,中山區,建物,北安路786-790號(單號),0,,1100228,土地:建物:1車位:,三層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020904,26.18,2,2,1,有,有,有,4,1336.9,否,,0,0,租賃範圍不含車位，且無法區分車位面積。,,,,
買賣,中山區,車位,新生北路三段82巷16-20號(雙號),1.17,,1100305,土地:1建物:1車位:1,地下二層,006,,停車空間,鋼筋混凝土造,0810929,9.48,,,,有,無,,100,0,-,升降平面1,0,100,僅車位交易。,有,,,
買賣,內湖區,房地(土地+建物)+車位,內湖路一段411巷66-70號(雙號),29.03,,1100208,土地:2建物:1車位:6,二十層,028,大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1051026,208.93,,,,無,有,,21000,118.07,否,坡道平面6,46.31,1800,,有,,,
買賣,內湖區,房地(土地+建物)+車位,安康路426-430號(雙號),6.25,,1100123,土地:1建物:1車位:1,"一層,二層,三層,四層,五層,六層,七層,八層,九層,屋頂突出物,地下一層,地下二層",009,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090929,33.45,0,0,1,有,有,,2200,65.77,是,升降機械1,9.05,0,預售屋、或土地及建物分次登記案件。,有,,,
租賃,中山區,建物,龍江路457巷6-10號(單號),0,,1100301,土地:建物:車位:,二層,004,套房(1房(1廳)1衛),住家用,鋼筋混凝土造,0651115,7.5,1,0,1,有,無,有,1,960,否,,0,0,有民情風俗因素之租賃。此為分租套房，第二層共分成4間，一間平均面積約為24.79平方公尺。,,,,
租賃,大安區,建物,安和路一段112巷6-10號(單號),0,,1100224,土地:建物:1車位:,地下層,007,辦公商業大樓,見使用執照,鋼筋混凝土造,0720425,67.05,0,1,1,有,無,無,6,894.85,否,,0,0,租金含管理費。,,,,
租賃,萬華區,建物,西寧南路121-125號(單號),0,,1100225,土地:建物:1車位:1,九層,027,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1010320,55.19,3,2,2,有,有,有,7,1195.87,是,坡道平面1,2.19,0,續租。含管理費、稅金或水電等費用。,,,,
租賃,中山區,建物,龍江路456-460號(單號),0,,1100226,土地:建物:1車位:,四層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0651115,28.53,3,2,1,有,無,有,3,946.37,否,,0,0,,,,,
租賃,士林區,建物,建業路31-35號(雙號),0,,1100228,土地:建物:1車位:,四層,004,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1060405,8.3,1,0,1,有,有,有,1,1566.27,否,,0,0,台北市都發局社會住宅包租代管第2期計畫,,,,
租賃,中山區,建物,新生北路二段71-75號(雙號),0,,1100225,土地:建物:1車位:,七層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0610402,15.11,,,,無,有,有,2,1191.26,否,,0,0,,,,,
租賃,中山區,建物,中山北路二段77巷6-10號(雙號),0,,1100225,土地:建物:1車位:,十二層,014,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0901112,16.59,2,1,1,有,有,有,3,1808.32,否,,0,0,續租。含管理費、稅金或水電等費用。,,,,
租賃,中山區,建物,民生東路二段1-5號(單號),0,,1100301,土地:建物:1車位:1,十二層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021112,45.58,3,2,2,有,有,有,8,1755.16,是,坡道平面1,0,0,,,,,
租賃,士林區,建物,忠誠路一段171巷12弄1-5號(單號),0,,1100226,土地:建物:1車位:,十二層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981231,62.43,4,2,2,有,有,有,9,1409.58,否,,0,0,,,,,
租賃,大安區,建物,忠孝東路四段231-235號(單號),0,,1100223,土地:建物:1車位:,十一層,011,套房(1房(1廳)1衛),住家用,鋼筋混凝土造,,12.64,1,1,1,有,有,有,2,1898.73,否,,0,0,,,,,
租賃,大安區,建物,信義路四段1-5號(單號),0,,1100225,土地:建物:車位:,六層,012,辦公商業大樓,住家用,鋼筋混凝土造,0611205,33.61,0,1,2,有,有,有,5,1455.67,否,,0,0,含增建或未登記建物。部分承租。,,,,
租賃,北投區,建物,中央南路二段26-30號(雙號),0,,1100228,土地:建物:1車位:,五層,013,其他,見其他登記事項,鋼筋混凝土造,0970523,18.07,1,2,1,有,有,有,2,1106.81,否,,0,0,,,,,
租賃,北投區,建物,裕民二路61-65號(單號),0,,1100226,土地:建物:1車位:,二層,019,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021108,53.1,3,2,2,有,有,有,7,1318.27,否,,0,0,續租。含管理費、稅金或水電等費用。,,,,
租賃,內湖區,建物,新豐街86-90號(雙號),0,,1100301,土地:建物:1車位:1,九層,010,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1040522,50.53,2,2,1,有,有,有,5,890.56,是,坡道平面1,14.26,0,,,,,
租賃,內湖區,建物,內湖路一段629巷6-10號(雙號),39.07,,1100224,土地:建物:1車位:,一層,005,店面(店鋪),見使用執照,鋼筋混凝土造,0700113,39.07,,,,無,無,無,5,1151.78,否,,0,0,地下室未出租,,,,
租賃,信義區,建物,忠孝東路五段492巷21-25號(雙號),0,,1100225,土地:建物:1車位:,一層,004,公寓(5樓含以下無電梯),住家用,加強磚造,0570906,21.19,1,1,1,有,無,有,4,1887.68,否,,0,0,含增建或未登記建物。,,,,
買賣,中正區,車位,和平西路二段126-130號(雙號),0.08,,1100305,土地:2建物:1車位:1,"地下一層,地下二層,地下三層",,,見其他登記事項,,,7.64,,,,有,有,,330,0,-,坡道平面1,0,330,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。僅車位交易。,有,,,
預售屋,北投區,房地(土地+建物)+車位,文林段四小段176-180地號,8.22,,1091104,土地:13建物:1車位:1,十四層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,56.59,3,2,2,有,,,4550,93.01,否,坡道平面1,11.22,330,,,27.63,2.57,26.38
買賣,大安區,房地(土地+建物),信義路三段147巷11弄16-20號(單號),13.01,,1100315,土地:1建物:1車位:,二層,,公寓(5樓含以下無電梯),住家用,,,28.35,3,2,1,有,無,,2000,70.55,否,,0,0,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,無,,,
買賣,中正區,房地(土地+建物),重慶南路一段56-60號(單號),0.81,,1100312,土地:1建物:1車位:,十層,,大樓(11層含以上有電梯),見使用執照,,,10.29,1,1,1,有,有,,780,75.8,否,,0,0,建築物含有：夾層。,有,,,
買賣,士林區,房地(土地+建物),中山北路六段431-435號(單號),8.31,,1100302,土地:2建物:1車位:,五層,,公寓(5樓含以下無電梯),住家用,,,25.91,3,2,2,有,無,,1390,53.65,否,,0,0,建築物含有：陽台外推。,無,,,
買賣,信義區,房地(土地+建物)+車位,信義路五段106-110號(單號),2.83,,1100304,土地:1建物:1車位:1,三層,,大樓(11層含以上有電梯),見其他登記事項,,,19.55,1,1,1,有,有,,1350,69.05,是,坡道機械1,0,0,建築物含有：夾層。,有,,,
買賣,萬華區,車位,內江街126-130號(雙號),0.01,,1100125,土地:1建物:1車位:1,"一層,地下一層,地下二層,地下三層,地下四層,地下五層",,,見其他登記事項,,,12.76,,,,有,有,,200,0,-,坡道平面1,12.76,200,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。僅車位交易。,有,,,
買賣,信義區,房地(土地+建物),光復南路501-505號(單號),0.83,,1100228,土地:1建物:1車位:,十層,,大樓(11層含以上有電梯),商業用,,,9.73,1,1,1,有,有,,890,91.47,否,,0,0,建築物含有：其他增建。,有,,,
買賣,南港區,房地(土地+建物),福德街321-325號(單號),9.76,,1100116,土地:1建物:1車位:,"三層,陽臺",,公寓(5樓含以下無電梯),住家用,,,25.86,3,2,2,有,無,,1536,59.4,否,,0,0,建築物含有：陽台外推、其他增建。,無,,,
買賣,士林區,房地(土地+建物),中山北路六段405巷31-35號(單號),13.77,,1100205,土地:2建物:1車位:,一層,,華廈(10層含以下有電梯),住家用,,,41.74,3,3,3,有,無,,3448,82.61,否,,0,0,特殊交易情況、條件：具重建或重劃、都更等效益。,有,,,
買賣,南港區,房地(土地+建物),中坡南路31巷6-10號(雙號),3.48,,1100130,土地:1建物:1車位:,四層,,華廈(10層含以下有電梯),見其他登記事項,,,13.83,1,1,1,有,有,,1405,101.59,否,,0,0,,有,,,
買賣,大同區,房地(土地+建物)+車位,民權西路201-205號(單號),2.5,,1070301,土地:3建物:1車位:1,七層,,大樓(11層含以上有電梯),見其他登記事項,,,24.35,2,2,1,有,有,,1475,58.89,否,塔式車位1,1.68,140,預售屋、或土地及建物分次登記案件。本標的於108年7月19日轉讓，轉讓金額1475萬元。,有,,,
買賣,信義區,房地(土地+建物),林口街24巷11-15號(單號),10.81,,1091215,土地:2建物:1車位:,二層,,公寓(5樓含以下無電梯),住家用,,,22.75,4,2,2,有,無,,1100,48.35,否,,0,0,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,無,,,
預售屋,北投區,房地(土地+建物)+車位,文林段四小段176-180地號,8.22,,1091114,土地:13建物:1車位:1,八層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,56.59,3,2,2,有,,,3990,81.55,否,坡道平面1,11.22,290,,,27.63,2.57,26.38
買賣,信義區,房地(土地+建物),基隆路二段39巷6-10號(單號),7.79,,1100301,土地:1建物:1車位:,四層,,華廈(10層含以下有電梯),住家用,,,37.03,3,2,2,有,無,,2650,71.56,否,,0,0,,有,,,
買賣,南港區,房地(土地+建物),玉成街11-15號(雙號),10.22,,1100221,土地:4建物:1車位:,四層,,公寓(5樓含以下無電梯),工業用,,,34.84,3,2,2,有,無,,1575,45.21,否,,0,0,,無,,,
買賣,北投區,房地(土地+建物),杏林三路11-15號(雙號),7.27,,1091210,土地:1建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,26.26,3,2,2,有,無,,810,30.85,否,,0,0,建築物含有：陽台外推、其他增建。露台加蓋,無,,,
買賣,士林區,土地,中洲段901-905地號,3.27,,1100314,土地:1建物:0車位:,,,,,,,0,,,,無,無,,41,12.54,-,,0,0,,無,,,
買賣,松山區,房地(土地+建物),三民路74巷6-10號(單號),6.53,,1100207,土地:1建物:1車位:,七層,,華廈(10層含以下有電梯),見其他登記事項,,,28.05,2,2,1,有,有,,2218,79.07,否,,0,0,建築物含有：陽台外推、其他增建。,有,,,
買賣,大同區,房地(土地+建物),重慶北路三段295巷31-35號(雙號),8.39,,1100106,土地:1建物:1車位:,三層,,公寓(5樓含以下無電梯),住商用,,,24.24,2,1,1,有,無,,960,39.6,否,,0,0,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。公同共有產權處分,無,,,
買賣,南港區,房地(土地+建物)+車位,研究院路二段98巷21弄6-10號(雙號),11.48,,1091113,土地:1建物:1車位:1,六層,,大樓(11層含以上有電梯),住家用,,,74.09,4,2,2,有,有,,3950,57.74,否,坡道平面1,10.01,250,,有,,,
買賣,松山區,房地(土地+建物),八德路四段245巷32弄16-20號(單號),7.11,,1100223,土地:1建物:1車位:,"四層,陽臺",,公寓(5樓含以下無電梯),住家用,,,24.4,3,2,1,有,無,,1335,54.71,否,,0,0,,無,,,
買賣,信義區,房地(土地+建物),基隆路一段131-135號(單號),1.91,,1100101,土地:2建物:1車位:,八層,,大樓(11層含以上有電梯),見其他登記事項,,,16.44,1,2,1,有,有,,1980,120.44,否,,0,0,建築物含有：其他增建、夾層。,有,,,
買賣,文山區,房地(土地+建物),下崙路33巷6-10號(單號),7.13,,1100311,土地:2建物:1車位:,二層,,公寓(5樓含以下無電梯),住家用,,,31.55,3,2,2,有,無,,1450,45.96,否,,0,0,建築物含有：陽臺外推。,無,,,
買賣,大同區,房地(土地+建物),迪化街二段172巷6-10號(單號),6.28,,1100115,土地:1建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,18.34,3,2,1,有,無,,765,41.71,否,,0,0,,無,,,
買賣,文山區,房地(土地+建物)+車位,辛亥路四段209巷16-20號(雙號),5.96,,1100306,土地:1建物:1車位:1,六層,,大樓(11層含以上有電梯),見其他登記事項,,,51.68,4,2,2,有,有,,3268,63.24,是,坡道平面1,9.98,0,,有,,,
買賣,大安區,房地(土地+建物),復興南路二段61-65號(單號),6.84,,1100218,土地:4建物:1車位:,二層,,大樓(11層含以上有電梯),商業用,,,55.39,0,0,1,有,有,,4200,75.83,否,,0,0,建築物含有：陽台外推、其他增建。,有,,,
買賣,松山區,房地(土地+建物)+車位,松河街166-170號(雙號),3.29,,1100226,土地:1建物:1車位:1,十層,,大樓(11層含以上有電梯),見其他登記事項,,,41.49,2,2,2,有,有,,3077,74.16,是,坡道平面1,0,0,,有,,,
買賣,信義區,土地,信義段一小段341-345地號,1.32,,1100208,土地:1建物:0車位:,,,,,,,0,,,,無,無,,27,20.45,-,,0,0,特殊交易標的類型：(包含)公共設施保留地(用地)。,無,,,
買賣,北投區,房地(土地+建物),中央北路三段40巷38弄16-20號(雙號),5.61,,1070728,土地:1建物:1車位:,五層,,華廈(10層含以下有電梯),見其他登記事項,,,23.6,2,2,1,有,無,,1100,46.61,否,,0,0,預售屋、或土地及建物分次登記案件。管理委員會組織籌備中。,有,,,
買賣,大安區,車位,泰順街40巷16-20號(單號),0.06,,1100319,土地:1建物:1車位:1,"一層,雨遮,地下一層",,,見其他登記事項,,,4.09,,,,有,無,,168,0,-,升降機械1,0,168,僅車位交易。,有,,,
買賣,南港區,房地(土地+建物),南港路三段116-120號(雙號),13.5,,1100318,土地:1建物:1車位:,"一層,二層,三層,四層,五層,屋頂突出物,地下層",,透天厝,見使用執照,,,44.26,,,,無,無,,1200,27.11,-,,0,0,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,無,,,
買賣,萬華區,房地(土地+建物)+車位,長沙街二段146-150號(雙號),2.62,,1100209,土地:2建物:1車位:1,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,十二層,十三層,十四層,十五層,十六層,十七層,十八層,屋頂突出物,地下一層,地下二層,地下三層,地下四層,地下五層,地下六層",,大樓(11層含以上有電梯),見其他登記事項,,,38.08,0,1,1,有,有,,1950,65.67,否,坡道平面1,12.04,240,,有,,,
買賣,大安區,房地(土地+建物)+車位,仁愛路四段376-380號(雙號),45.75,,1100203,土地:1建物:4車位:2,七層,,大樓(11層含以上有電梯),商業用,,,440.74,,,,無,有,,38440,90,否,坡道平面2,22.52,800,,有,,,
買賣,中正區,房地(土地+建物),南昌路二段9巷1-5號(雙號),5.8,,1100305,土地:2建物:1車位:,一層,,公寓(5樓含以下無電梯),住家用,,,14.21,2,1,1,有,無,,906,63.76,否,,0,0,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,無,,,
預售屋,北投區,房地(土地+建物)+車位,文林段四小段176-180地號,10.53,,1091108,土地:13建物:1車位:1,八層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,69.42,4,2,3,有,,,4985,81.19,否,坡道平面1,11.22,260,,,34.63,4.12,30.67
買賣,文山區,房地(土地+建物),興隆路三段255巷1-5號(單號),61.72,,1100223,土地:4建物:1車位:,"一層,二層,屋頂突出物,水箱,停車場,地下一層",,透天厝,見使用執照,,,70.03,6,3,3,有,有,,3455,49.34,-,,0,0,,無,,,
買賣,士林區,房地(土地+建物)+車位,中山北路六段195巷6-10號(雙號),10.38,,1100303,土地:1建物:1車位:1,十一層,,大樓(11層含以上有電梯),住家用,,,60.21,3,2,2,有,有,,4878,81.02,是,坡道平面1,0,0,,有,,,
買賣,北投區,房地(土地+建物),行義路186巷16-20號(雙號),5.12,,1100227,土地:1建物:1車位:,三層,,華廈(10層含以下有電梯),住家用,,,28.12,3,2,1,有,無,,920,32.72,否,,0,0,建築物含有：陽台外推、其他增建。,有,,,
